time,rc_on,rc_w,rc_to,mode,batt_w,batt_a,soc,grid_w,health,pwr_sw,axle
2026-09-07T18:55:43,off,0,0,35,3181,61.3,65,2041,Healthy,On,in_progress
2026-09-07T18:55:59,off,0,0,35,3181,61.3,65,2049,Healthy,On,in_progress
2026-09-07T18:56:14,off,0,0,35,3181,61.3,65,2048,Healthy,On,in_progress
2026-09-07T18:56:28,off,0,0,35,3186,61.4,65,2039,Healthy,On,in_progress
2026-09-07T18:56:44,off,0,0,35,3191,61.5,65,2043,Healthy,On,in_progress
2026-09-07T18:56:59,off,0,0,35,3186,61.4,65,2050,Healthy,On,in_progress
2026-09-07T18:57:30,off,0,0,35,3191,61.5,65,2035,Healthy,On,in_progress
2026-09-07T18:57:44,off,0,0,35,3186,61.4,65,2039,Healthy,On,in_progress
2026-09-07T18:57:58,off,0,0,35,3186,61.4,65,2044,Healthy,On,in_progress
2026-09-07T18:58:13,off,0,0,35,3181,61.3,65,2042,Healthy,On,in_progress
2026-09-07T18:58:29,off,0,0,35,3186,61.4,65,2037,Healthy,On,in_progress
2026-09-07T18:58:43,off,0,0,35,3191,61.5,64,2049,Healthy,On,in_progress
2026-09-07T18:58:58,off,0,0,35,3186,61.4,64,2048,Healthy,On,in_progress
2026-09-07T18:59:14,off,0,0,35,3186,61.4,64,2020,Healthy,On,in_progress
2026-09-07T18:59:28,off,0,0,35,3191,61.5,64,2037,Healthy,On,in_progress
2026-09-07T18:59:43,off,0,0,35,1406,26.9,64,1391,Healthy,On,in_progress
2026-09-07T18:59:59,off,0,0,35,922,17.6,64,-1,Healthy,On,in_progress
2026-09-07T19:00:09,off,0,0,35,922,17.6,64,-1,Healthy,On,unknown
2026-09-07T19:00:13,off,0,0,35,960,18.3,64,20,Healthy,On,unknown
2026-09-07T19:00:28,off,0,0,35,934,17.8,64,-1,Healthy,On,unknown
2026-09-07T19:00:44,off,0,0,35,934,17.8,64,12,Healthy,On,unknown
2026-09-07T19:00:58,off,0,0,35,934,17.8,64,1,Healthy,On,unknown
2026-09-07T19:01:13,off,0,0,35,939,17.9,64,4,Healthy,On,unknown
2026-09-07T19:01:29,off,0,0,35,929,17.7,64,-1,Healthy,On,unknown
2026-09-07T19:01:43,off,0,0,35,945,18.0,64,11,Healthy,On,unknown
2026-09-07T19:01:58,off,0,0,35,929,17.7,64,-1,Healthy,On,unknown
2026-09-07T19:02:14,off,0,0,35,929,17.7,64,3,Healthy,On,unknown
2026-09-07T19:02:29,off,0,0,35,929,17.7,64,8,Healthy,On,unknown
2026-09-07T19:02:43,off,0,0,35,945,18.0,64,8,Healthy,On,unknown
2026-09-07T19:02:59,off,0,0,35,888,16.9,64,22,Healthy,On,unknown
2026-09-07T19:03:14,off,0,0,35,873,16.6,64,-3,Healthy,On,unknown
